
F1 aa plain mid mean measures
8	6	0	0	0	0	2	0	
10	6	0	0	0	2	2	0	
16	2	0	0	0	12	2	0	
15	3	0	0	0	4	8	0	
7	0	1	1	0	0	4	1	
15	0	7	3	0	0	0	5	
17	0	5	4	1	0	0	7	
14	0	4	4	5	0	0	1	
10	0	1	1	5	0	0	3	
6	0	0	4	1	0	0	1	

F2 aa plain mid mean measures
3	0	0	0	0	0	0	3	
4	0	0	0	0	0	1	3	
11	3	1	0	0	3	2	2	
21	6	1	5	1	6	2	0	
25	3	1	3	2	5	7	4	
19	2	1	5	3	1	3	4	
12	0	1	3	3	3	2	0	
10	2	4	2	0	0	1	1	
8	0	6	0	1	0	0	1	
5	1	3	0	1	0	0	0	

F3 aa plain mid mean measures
2	0	0	0	1	0	1	0	
11	0	0	0	1	5	4	1	
21	3	3	0	0	8	6	1	
25	10	5	0	2	3	3	2	
13	1	4	0	2	1	1	4	
23	1	4	8	5	1	1	3	
14	2	1	5	0	0	2	4	
4	0	0	1	1	0	0	2	
2	0	0	1	0	0	0	1	
3	0	1	2	0	0	0	0	

F1 ii plain mid mean measures
6	1	0	0	0	3	2	0	
11	5	2	0	1	1	0	2	
19	3	4	2	4	2	1	3	
16	2	0	1	1	4	5	3	
7	0	1	1	0	1	3	1	
12	0	0	3	4	2	2	1	
4	0	2	2	0	0	0	0	
2	0	2	0	0	0	0	0	
3	0	1	2	0	0	0	0	
2	0	0	1	0	0	0	1	

F2 ii plain mid mean measures
2	0	1	0	0	1	0	0	
4	1	0	0	0	1	2	0	
4	1	0	0	0	0	2	1	
13	2	3	3	0	2	1	2	
10	0	2	1	1	4	2	0	
19	0	2	2	3	5	6	1	
16	5	4	2	2	0	0	3	
7	2	0	3	2	0	0	0	
7	0	0	2	2	0	0	3	
0	0	0	0	0	0	0	0	

F3 ii plain mid mean measures
4	0	0	0	1	2	1	0	
7	0	2	0	0	2	3	0	
9	2	2	0	2	2	1	0	
13	1	3	1	0	3	4	1	
12	4	1	4	0	0	2	1	
10	1	1	1	2	1	1	3	
16	3	1	5	3	2	0	2	
6	0	1	2	1	1	0	1	
3	0	1	0	0	0	1	1	
2	0	0	0	1	0	0	1	

F1 uu plain mid mean measures
9	2	0	0	0	3	2	2	
14	2	1	0	5	4	1	1	
30	2	2	1	4	7	11	3	
16	1	6	4	0	1	1	3	
6	0	2	3	0	0	0	1	
8	0	2	4	0	0	0	2	
3	0	1	1	0	0	0	1	
1	0	0	1	0	0	0	0	
2	0	1	0	1	0	0	0	
3	0	0	1	0	0	0	2	

F2 uu plain mid mean measures
6	0	0	0	1	1	2	2	
14	1	0	0	2	7	1	3	
17	1	2	0	2	3	9	0	
15	0	1	5	2	3	2	2	
16	0	3	6	2	0	1	4	
15	3	5	3	0	1	0	3	
8	2	3	1	1	0	0	1	
1	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	

F3 uu plain mid mean measures
2	0	2	0	0	0	0	0	
2	0	1	0	0	1	0	0	
13	0	0	0	0	8	5	0	
22	2	3	0	1	6	10	0	
7	2	1	2	1	0	0	1	
12	2	5	3	0	0	0	2	
15	1	1	2	2	0	0	9	
9	0	1	3	2	0	0	3	
9	0	0	5	4	0	0	0	
1	0	1	0	0	0	0	0	
